Time	Price	Volume
20140804:10:00:05.906406	1376.08	192023
20140804:10:00:05.906572	1327.57	401744
20140804:10:00:05.908689	1327.92	733849
20140804:10:00:05.909189	1003.38	178542
20140804:10:00:05.909958	1390.37	320491
20140804:10:00:05.910040	1161.76	536788
20140804:10:00:05.910288	1329.15	64461
20140804:10:00:05.913115	1171.67	258973
20140804:10:00:05.913319	931.25	675895
20140804:10:00:05.915184	1009.73	530677
20140804:10:00:05.915778	1230.66	134733
20140804:10:00:05.916136	1182.54	30910
20140804:10:00:05.916600	1522.73	493950
20140804:10:00:05.917077	1386.8	206402
20140804:10:00:05.917087	1489.45	364755
20140804:10:00:05.918583	1261.46	66746
20140804:10:00:05.919271	1261.08	409422
20140804:10:00:05.919572	1564.88	568422
20140804:10:00:05.920311	1233.76	278259
20140804:10:00:05.921107	1221.22	421848
20140804:10:00:05.921693	1173.68	16171
20140804:10:00:05.922001	1485.95	718959
20140804:10:00:05.926048	1406.94	382037
20140804:10:00:05.926244	1150	618901
20140804:10:00:05.927398	1322.65	12536
20140804:10:00:05.927782	1010.22	391571
20140804:10:00:05.929624	1079.03	215590
20140804:10:00:05.931063	1318.41	392371
20140804:10:00:05.931479	1011.55	585202
20140804:10:00:05.931491	1095.43	567657
20140804:10:00:05.932599	1014.37	582677
20140804:10:00:05.934943	1174.14	204687
20140804:10:00:05.936240	1000.34	659495
20140804:10:00:05.936759	1020.48	39294
20140804:10:00:05.937486	1383.73	214143
20140804:10:00:05.938415	1121.58	162154
20140804:10:00:05.938729	1396.19	175909
20140804:10:00:05.940718	1254.39	147720
20140804:10:00:05.940916	1204.85	96440
20140804:10:00:05.942281	1327.62	308055
20140804:10:00:05.942489	1349.79	648099
20140804:10:00:05.942545	1259.44	631730
20140804:10:00:05.942921	982.62	630785
20140804:10:00:05.945128	1014.94	473848
20140804:10:00:05.946641	1203.22	694564
20140804:10:00:05.948068	1158.29	349118
20140804:10:00:05.949239	1044.16	12145
20140804:10:00:05.949888	1000.93	97908
20140804:10:00:05.950107	1015.27	639265
20140804:10:00:05.950972	1176.48	99085
20140804:10:00:05.951221	1654.85	625891
20140804:10:00:05.952098	1314.45	43740
20140804:10:00:05.952671	1151.69	36279
20140804:10:00:05.953179	1475.87	17692
20140804:10:00:05.953587	1129.32	462074
20140804:10:00:05.953748	929.61	80994
20140804:10:00:05.954524	1632.84	482974
20140804:10:00:05.954598	1188.23	136708
20140804:10:00:05.955335	1480.05	649574
20140804:10:00:05.957324	1437.85	618631
20140804:10:00:05.957672	1037.85	17154
20140804:10:00:05.957740	1673.77	393553
20140804:10:00:05.958833	1241.91	235311
20140804:10:00:05.959651	1096.49	60521
20140804:10:00:05.960696	1544.56	489989
20140804:10:00:05.961166	1962.72	286046
20140804:10:00:05.961923	1149.26	720272
20140804:10:00:05.962903	1384.93	296641
20140804:10:00:05.963882	1503.93	328248
20140804:10:00:05.963890	1346.04	190737
20140804:10:00:05.964011	1174.28	322821
20140804:10:00:05.965144	1539.7	331242
20140804:10:00:05.965359	1431.38	699434
20140804:10:00:05.966231	1087.65	706357
20140804:10:00:05.967050	1346.44	108911
20140804:10:00:05.967510	963.57	212459
20140804:10:00:05.968464	954.74	528602
20140804:10:00:05.969932	1271.8	248427
20140804:10:00:05.971972	1065.12	327161
20140804:10:00:05.971980	1230.38	46730
20140804:10:00:05.974518	1221.79	62302
20140804:10:00:05.975174	1404.1	362241
20140804:10:00:05.977301	1347.07	378943
20140804:10:00:05.977873	1275.22	693034
20140804:10:00:05.977883	1180.28	576630
20140804:10:00:05.978293	1210.7	469495
20140804:10:00:05.980561	1009.15	56453
20140804:10:00:05.980671	1217.84	598082
20140804:10:00:05.980745	1529.02	10140
20140804:10:00:05.981951	1231.62	3968
20140804:10:00:05.984007	947.09	335599
20140804:10:00:05.984132	1157.53	377479
20140804:10:00:05.984544	937.79	366798
20140804:10:00:05.985899	1391.27	583150
20140804:10:00:05.988068	1366.13	427975
20140804:10:00:05.988693	1184.89	383001
20140804:10:00:05.989054	1129.27	79102
20140804:10:00:05.989245	1120.44	309678
20140804:10:00:05.990465	1654.14	746734
20140804:10:00:05.993995	1351.75	267566
20140804:10:00:05.994048	1154.01	253312
20140804:10:00:05.994165	1072.04	32541
20140804:10:00:05.994563	1181.49	400056
20140804:10:00:05.994703	1283	290638
20140804:10:00:05.995859	1630.65	273563
20140804:10:00:05.996329	1568.76	748215
20140804:10:00:05.997840	1203.93	633807
20140804:10:00:05.998110	1725.89	564150
20140804:10:00:05.999326	1145.41	681611
20140804:10:00:05.999807	1156.12	14959
20140804:10:00:06.001041	1179.53	11132
20140804:10:00:06.003489	942.39	234035
20140804:10:00:06.003675	1087.22	428308
20140804:10:00:06.004004	1099.56	207993
20140804:10:00:06.004929	1448.75	431757
20140804:10:00:06.006561	879.44	377004
20140804:10:00:06.008795	950.46	695388
20140804:10:00:06.009853	1393.32	389278
20140804:10:00:06.012590	988.74	395102
20140804:10:00:06.013503	1385.64	159761
20140804:10:00:06.017052	1188.81	601133
20140804:10:00:06.017535	1204.03	559939
20140804:10:00:06.018832	1761.96	452468
20140804:10:00:06.029466	1091.26	134165
20140804:10:00:06.031495	1464.91	546882
20140804:10:00:06.033756	1353.95	43229
20140804:10:00:06.038357	1076.31	397165
20140804:10:00:06.038718	919.5	303808
20140804:10:00:06.042125	1275.06	104469
20140804:10:00:06.043714	1040.43	295431
20140804:10:00:06.046161	1171.99	334839
20140804:10:00:06.047432	1366.3	610974
20140804:10:00:06.047455	1071.9	57028
20140804:10:00:06.050519	1671.08	370772
20140804:10:00:06.053424	947.13	505554
20140804:10:00:06.054562	1477.63	191068
20140804:10:00:06.058949	1139.23	573397
20140804:10:00:06.063101	1383.37	489063
20140804:10:00:06.064643	1229.42	412824
20140804:10:00:06.065852	1127.08	90818
20140804:10:00:06.066534	1081.26	386895
20140804:10:00:06.068270	1032.24	235685
20140804:10:00:06.068581	1031.38	307170
20140804:10:00:06.069758	1336.56	655404
20140804:10:00:06.070463	1119.78	735590
20140804:10:00:06.073812	1185.02	605264
20140804:10:00:06.075979	1557.09	433046
20140804:10:00:06.076288	1583.01	215136
20140804:10:00:06.077139	1159.58	275825
20140804:10:00:06.080082	1332.9	37619
20140804:10:00:06.087089	1229.31	616105
20140804:10:00:06.088534	1555.15	492651
20140804:10:00:06.089848	1108.78	492806
20140804:10:00:06.093962	1126.59	647172
20140804:10:00:06.094078	1353.35	254338
20140804:10:00:06.094085	1005.68	371538
20140804:10:00:06.094700	1073.55	690234
20140804:10:00:06.096035	1564.61	110649
20140804:10:00:06.103814	1074.85	396972
20140804:10:00:06.103869	1329.68	508517
20140804:10:00:06.104199	1228.33	657049
20140804:10:00:06.106831	951.2	496616
20140804:10:00:06.108483	1035.76	75575
20140804:10:00:06.109260	1667.11	292481
20140804:10:00:06.109646	1354.22	192793
20140804:10:00:06.110101	1579.85	550869
20140804:10:00:06.115387	1615.71	505044
20140804:10:00:06.117767	997.5	356807
20140804:10:00:06.118634	1089.12	419407
20140804:10:00:06.120231	952.06	544206
20140804:10:00:06.122249	1036.26	42303
20140804:10:00:06.127184	1600.87	257821
20140804:10:00:06.127907	1049.22	163021
20140804:10:00:06.129362	1506.71	412442
20140804:10:00:06.129537	1166.63	210583
20140804:10:00:06.131372	1269.95	69411
20140804:10:00:06.137693	1384.03	472665
20140804:10:00:06.137780	976.8	425543
20140804:10:00:06.142658	955.12	277606
20140804:10:00:06.144607	1511.9	426321
20140804:10:00:06.145775	1238.53	145231
20140804:10:00:06.146559	1488	29586
20140804:10:00:06.147175	1159.65	528902
20140804:10:00:06.149174	1874.27	362945
20140804:10:00:06.149645	1519.63	665046
20140804:10:00:06.154213	1568.65	619460
20140804:10:00:06.156186	1368.27	264295
20140804:10:00:06.157238	1240.77	259209
20140804:10:00:06.158712	1455.83	569727
20140804:10:00:06.158884	1176.37	338666
20140804:10:00:06.159854	937.26	637418
20140804:10:00:06.162697	1430.67	224106
20140804:10:00:06.164344	1210.06	103194
20140804:10:00:06.166311	1605.28	566231
20140804:10:00:06.170551	1050.88	174739
20140804:10:00:06.170994	1112.9	435918
20140804:10:00:06.172190	1140.52	309250
20140804:10:00:06.176979	1497.61	722501
20140804:10:00:06.179801	1174.51	310272
20140804:10:00:06.181636	1170.41	41791
20140804:10:00:06.182816	1521.96	720538
20140804:10:00:06.186291	1189.63	229512
20140804:10:00:06.188322	1322.98	340171
20140804:10:00:06.188846	1029.2	145765
20140804:10:00:06.190236	1731.08	17337
20140804:10:00:06.190782	973.35	91119
20140804:10:00:06.190967	979.62	630650
20140804:10:00:06.191368	1022.6	562477
20140804:10:00:06.199956	1180.23	430016
20140804:10:00:06.201838	1561.83	514823
20140804:10:00:06.201985	1706.64	561101
20140804:10:00:06.202612	916.99	666811
20140804:10:00:06.204393	1206.35	417772
20140804:10:00:06.206510	1374.98	262760
20140804:10:00:06.210892	917.92	238987
20140804:10:00:06.213548	1114.48	573927
20140804:10:00:06.213828	1316.5	131978
20140804:10:00:06.219797	1057.61	643873
20140804:10:00:06.222164	1487.14	312733
20140804:10:00:06.225700	1613.02	561229
20140804:10:00:06.228765	1379.14	31884
20140804:10:00:06.229464	962.33	670257
20140804:10:00:06.229649	1688.35	220330
20140804:10:00:06.232964	1364.93	495383
20140804:10:00:06.233750	1415.16	135473
20140804:10:00:06.234498	1695.74	414942
20140804:10:00:06.235799	1951.49	737542
20140804:10:00:06.239958	1688.7	92873
20140804:10:00:06.241145	1049.98	49113
20140804:10:00:06.243881	1257.44	617570
20140804:10:00:06.244395	1174.44	313033
20140804:10:00:06.246873	1010.38	418466
20140804:10:00:06.247131	1343.08	261010
20140804:10:00:06.248730	968.97	390092
20140804:10:00:06.250540	1139.01	115526
20140804:10:00:06.259150	1309.64	56184
20140804:10:00:06.261379	1513.2	310119
20140804:10:00:06.264027	1603.89	147085
20140804:10:00:06.264325	1169.09	273501
20140804:10:00:06.265675	1110.11	149974
20140804:10:00:06.265999	1590.46	103592
20140804:10:00:06.274613	1044.35	367093
20140804:10:00:06.283908	1140.43	395472
20140804:10:00:06.292866	1678.61	292785
20140804:10:00:06.298701	1386.29	561513
20140804:10:00:06.305926	1254.67	692570
20140804:10:00:06.308416	1018.05	470111
20140804:10:00:06.309055	1217.63	357287
20140804:10:00:06.313791	1353.06	586740
20140804:10:00:06.315391	1214.2	478916
20140804:10:00:06.318945	972.84	371246
20140804:10:00:06.322304	1135.86	228654
20140804:10:00:06.324296	1450.56	90430
20140804:10:00:06.327011	1186.17	693655
20140804:10:00:06.327861	979.52	103484
20140804:10:00:06.328147	1125.85	418225
20140804:10:00:06.332916	1165.73	270920
20140804:10:00:06.333449	1457.1	743597
20140804:10:00:06.336726	1218.53	658775
20140804:10:00:06.341977	1219.94	153060
20140804:10:00:06.343749	1728.39	29891
20140804:10:00:06.343923	1292.64	687032
20140804:10:00:06.352705	1172.43	327909
20140804:10:00:06.353858	1471.67	460724
20140804:10:00:06.353928	1301.02	158484
20140804:10:00:06.356011	983.62	230698
20140804:10:00:06.357131	1205.01	592778
20140804:10:00:06.357381	1203.25	16606
20140804:10:00:06.357735	1468.02	687325
20140804:10:00:06.358337	1197.19	325191
20140804:10:00:06.368445	1323.07	666305
20140804:10:00:06.371177	1275.82	361553
20140804:10:00:06.371215	1416.14	340790
20140804:10:00:06.373098	901.05	612343
20140804:10:00:06.375037	1519.95	56310
20140804:10:00:06.375075	1455.2	538913
20140804:10:00:06.376958	1424.91	744656
20140804:10:00:06.377178	1725.55	596507
20140804:10:00:06.378333	1475.1	3094
20140804:10:00:06.381879	1365.19	377573
20140804:10:00:06.384684	1070.29	256792
20140804:10:00:06.386758	1010.53	349532
20140804:10:00:06.389021	1122.98	442717
20140804:10:00:06.390495	1414.72	381772
20140804:10:00:06.391456	1706.81	200914
20140804:10:00:06.393790	966.92	456873
20140804:10:00:06.394240	1014.48	616772
20140804:10:00:06.396907	1101.52	281697
20140804:10:00:06.398170	934.95	744378
20140804:10:00:06.400578	1059.14	676014
20140804:10:00:06.401730	1277.82	116834
20140804:10:00:06.402341	1412.21	416260
20140804:10:00:06.407873	1293.21	434030
20140804:10:00:06.408533	1318.35	283812
20140804:10:00:06.409363	1046.56	224594
20140804:10:00:06.415028	1240.33	411905
20140804:10:00:06.415845	1236.64	205330
20140804:10:00:06.422919	1309.09	361088
20140804:10:00:06.423281	1099.45	343372
20140804:10:00:06.424942	1020.81	451093
20140804:10:00:06.425627	1021.19	477211
20140804:10:00:06.425737	1648.2	642761
20140804:10:00:06.426267	1131.71	50669
20140804:10:00:06.428660	1164.62	484702
20140804:10:00:06.433781	1399.43	395919
20140804:10:00:06.435893	1137.65	666390
20140804:10:00:06.437565	959.48	190553
20140804:10:00:06.439206	980.06	421788
20140804:10:00:06.439355	1242.57	55979
20140804:10:00:06.441369	1280.39	241394
20140804:10:00:06.442350	1298.54	464307
20140804:10:00:06.446223	1651.05	454019
20140804:10:00:06.450615	1620.25	196511
20140804:10:00:06.451414	1133.44	408009
20140804:10:00:06.451936	1174.8	187966
20140804:10:00:06.452512	1029.05	30318
20140804:10:00:06.453320	1412.05	242641
20140804:10:00:06.455104	1236.79	332544
20140804:10:00:06.455962	1025.91	243148
20140804:10:00:06.456795	1264.56	257729
20140804:10:00:06.465776	931.36	736944
20140804:10:00:06.466670	1085.51	616461
20140804:10:00:06.467665	1146.86	529659
20140804:10:00:06.469510	1554.6	255048
20140804:10:00:06.470364	1244.7	21416
20140804:10:00:06.470445	1191.71	707424
20140804:10:00:06.472322	1171.46	243421
20140804:10:00:06.473286	910.38	690055
20140804:10:00:06.474440	1312.01	634130
20140804:10:00:06.474955	1625.73	18635
20140804:10:00:06.478038	1725.37	76526
20140804:10:00:06.482400	1429.63	47683
20140804:10:00:06.484016	980.39	433127
20140804:10:00:06.484594	1607.24	351204
20140804:10:00:06.485461	1058.89	735934
20140804:10:00:06.490516	1156.33	263155
20140804:10:00:06.493110	1472.89	632539
20140804:10:00:06.499508	1108.1	193122
20140804:10:00:06.500530	1540.5	74267
20140804:10:00:06.501737	1269.05	16756
20140804:10:00:06.507912	1486.9	674959
20140804:10:00:06.510091	1651.68	361439
20140804:10:00:06.512274	1143.92	167174
20140804:10:00:06.514243	1622.08	197387
20140804:10:00:06.522407	1395.17	231485
20140804:10:00:06.522622	1048.99	724033
20140804:10:00:06.523319	1347.84	347689
20140804:10:00:06.523725	1325.94	423354
20140804:10:00:06.524495	1213.51	670369
20140804:10:00:06.527532	1268.49	131527
20140804:10:00:06.530299	1657.81	676964
20140804:10:00:06.530856	1581.92	732308
20140804:10:00:06.531270	1354.46	721066
20140804:10:00:06.534026	1194.16	641911
20140804:10:00:06.534385	1018.51	325049
20140804:10:00:06.534554	1086.93	259023
20140804:10:00:06.539084	1186.4	338752
20140804:10:00:06.540693	1771.01	443895
20140804:10:00:06.542454	1061.72	553184
20140804:10:00:06.545021	1389.38	671403
20140804:10:00:06.547114	1118.68	264880
20140804:10:00:06.547502	1507.14	501895
20140804:10:00:06.552531	1598.84	549545
20140804:10:00:06.552951	1298.58	590187
20140804:10:00:06.559387	1236.75	469132
20140804:10:00:06.561037	1181.75	583616
20140804:10:00:06.570039	1174.47	629620
20140804:10:00:06.570528	1664.59	331806
20140804:10:00:06.570591	1277.02	139521
20140804:10:00:06.572043	955.42	17507
20140804:10:00:06.573481	1074.92	439629
20140804:10:00:06.575960	1237.19	23966
20140804:10:00:06.576927	1007.61	602257
20140804:10:00:06.577566	907.2	438440
20140804:10:00:06.577918	1287.92	490143
20140804:10:00:06.579485	1150.54	5997
20140804:10:00:06.581693	989.18	183043
20140804:10:00:06.585538	1171.45	101119
20140804:10:00:06.587552	1071.11	492919
20140804:10:00:06.593546	1272.12	710267
20140804:10:00:06.595530	1281.65	529004
20140804:10:00:06.596963	1507	631910
20140804:10:00:06.600649	1538.5	274869
20140804:10:00:06.602503	1831.66	94492
20140804:10:00:06.602654	1706.73	548328
20140804:10:00:06.604559	1395.94	366411
20140804:10:00:06.608595	1386.08	386904
20140804:10:00:06.612672	1531.63	98638
20140804:10:00:06.613687	1156.72	530870
20140804:10:00:06.613703	1451.02	19423
20140804:10:00:06.614293	1200.87	577065
20140804:10:00:06.619516	1110.39	503154
20140804:10:00:06.622990	2029.1	36879
20140804:10:00:06.623426	1093.78	339895
20140804:10:00:06.624834	1275.46	180516
20140804:10:00:06.625019	1123.64	562598
20140804:10:00:06.625319	1016.99	184595
20140804:10:00:06.629427	1091.72	45964
20140804:10:00:06.630130	1255.41	729735
20140804:10:00:06.630464	1314.28	313736
20140804:10:00:06.630902	1365.54	612859
20140804:10:00:06.631259	1356.03	737457
20140804:10:00:06.632779	1049.61	425216
20140804:10:00:06.633211	1546.21	375885
20140804:10:00:06.634359	1092.1	119672
20140804:10:00:06.634651	1007.47	325414
20140804:10:00:06.640286	1890.17	565488
20140804:10:00:06.640321	1238.79	444167
20140804:10:00:06.640778	1173.49	337489
20140804:10:00:06.642087	1347.53	527598
20140804:10:00:06.642147	1699.29	737900
20140804:10:00:06.643183	1102.46	375876
20140804:10:00:06.644577	1140.92	106415
20140804:10:00:06.646970	918.84	639081
20140804:10:00:06.649967	1362.36	262955
20140804:10:00:06.651255	960.22	209493
20140804:10:00:06.652309	1410.61	359822
20140804:10:00:06.653628	1621.11	101240
20140804:10:00:06.656138	1507.73	315240
20140804:10:00:06.659871	1284.1	231052
20140804:10:00:06.662451	1368.07	335844
20140804:10:00:06.663710	950.98	654029
20140804:10:00:06.665029	1408.48	519656
20140804:10:00:06.666724	1250.35	159394
20140804:10:00:06.668297	1258.07	11663
20140804:10:00:06.673065	1034.34	177537
20140804:10:00:06.677136	1511.47	720602
20140804:10:00:06.677925	1819.96	183243
20140804:10:00:06.678883	1403.35	359185
20140804:10:00:06.680595	1667.73	36135
20140804:10:00:06.682924	1058.59	637091
20140804:10:00:06.683102	1288.14	333335
20140804:10:00:06.684294	1210.48	673055
20140804:10:00:06.684663	1367.78	95322
20140804:10:00:06.688085	1186.93	707771
20140804:10:00:06.688612	1468.53	122639
20140804:10:00:06.690739	1375.91	69781
20140804:10:00:06.692128	1057.75	636468
20140804:10:00:06.695330	1530.7	114624
20140804:10:00:06.695608	1113.99	346317
20140804:10:00:06.698688	1369.89	558923
20140804:10:00:06.700172	1370.97	866
20140804:10:00:06.701055	1660.61	385448
20140804:10:00:06.704756	1712.8	243982
20140804:10:00:06.704956	1257.67	698937
20140804:10:00:06.707916	1503.54	311049
20140804:10:00:06.711601	1047.83	666959
20140804:10:00:06.711806	1469.05	721802
20140804:10:00:06.714107	888.02	310279
20140804:10:00:06.714967	1336.67	568133
20140804:10:00:06.716647	1132.07	115833
20140804:10:00:06.717897	1195.3	266279
20140804:10:00:06.724336	1072.32	450538
20140804:10:00:06.724514	1383.82	101290
20140804:10:00:06.724585	1110.53	30606
20140804:10:00:06.728051	1385.21	494206
20140804:10:00:06.732354	1013.37	21290
20140804:10:00:06.734070	1306.11	656268
20140804:10:00:06.738461	1724.84	88155
20140804:10:00:06.740645	1205.28	155319
20140804:10:00:06.740764	1273.94	139717
20140804:10:00:06.741687	1335.72	413675
20140804:10:00:06.743898	940.81	716802
20140804:10:00:06.745337	1425.87	415367
20140804:10:00:06.748413	1102.7	232921
20140804:10:00:06.751114	1363.29	346110
20140804:10:00:06.751782	1357.04	210328
20140804:10:00:06.751940	1463.31	141740
20140804:10:00:06.752651	1042.81	131703
20140804:10:00:06.753185	1368.08	622038
20140804:10:00:06.755374	1574.11	297212
20140804:10:00:06.757005	1307.79	174456
20140804:10:00:06.758709	1181.8	746570
20140804:10:00:06.763985	1267.09	526547
20140804:10:00:06.765584	1301.1	501755
20140804:10:00:06.766308	1714.92	636806
20140804:10:00:06.770338	1609.26	367161
20140804:10:00:06.770555	1260.17	498907
20140804:10:00:06.770695	1148.98	741606
20140804:10:00:06.776171	1557.47	6908
20140804:10:00:06.779033	1591.88	123220
20140804:10:00:06.779391	1732.33	318493
20140804:10:00:06.779634	1538.43	178534
20140804:10:00:06.781315	1115.09	641649
20140804:10:00:06.783527	1076.87	389836
20140804:10:00:06.788732	1186.4	485923
20140804:10:00:06.788870	1127.23	78277
20140804:10:00:06.791537	1275.47	608898
20140804:10:00:06.797459	1507.68	294535
20140804:10:00:06.798592	1359.77	586649
20140804:10:00:06.799693	1310.62	13859
20140804:10:00:06.802426	1697.8	631675
20140804:10:00:06.802639	1090.78	633950
20140804:10:00:06.802713	1234.33	320550
20140804:10:00:06.803611	1597.34	748689
20140804:10:00:06.804103	1000.84	513181
20140804:10:00:06.805023	1158.73	554078
20140804:10:00:06.805987	1327.92	96350
20140804:10:00:06.808096	1138.01	515362
20140804:10:00:06.809489	1682.08	316458
20140804:10:00:06.813055	1086.48	600705
20140804:10:00:06.814270	1093.97	34959
20140804:10:00:06.814472	1393.01	703939
20140804:10:00:06.816223	1163.42	126511
20140804:10:00:06.816420	1311.3	188589
20140804:10:00:06.817084	1161.47	62825
20140804:10:00:06.817536	1100.5	29364
20140804:10:00:06.820518	933.01	660095
20140804:10:00:06.822533	2032.99	220249
20140804:10:00:06.826829	1301.88	494431
20140804:10:00:06.830480	1786.27	255241
20140804:10:00:06.833738	1133.59	95986
20140804:10:00:06.834319	1390.33	367969
20140804:10:00:06.840756	1183.18	153610
20140804:10:00:06.841289	981.97	74102
20140804:10:00:06.843606	1285.05	566214
20140804:10:00:06.843802	1390.6	432839
20140804:10:00:06.851317	1281.43	593815
20140804:10:00:06.856132	1119.94	32269
20140804:10:00:06.864738	1726.27	418138
20140804:10:00:06.866107	1787.69	419136
20140804:10:00:06.866698	981.03	608392
20140804:10:00:06.871247	1272.21	54885
20140804:10:00:06.873260	995.38	263882
20140804:10:00:06.874300	1205.93	58417
20140804:10:00:06.875995	1624.97	33870
20140804:10:00:06.878909	1120.84	513896
20140804:10:00:06.882700	1094.64	191538
20140804:10:00:06.887036	1207.15	659217
20140804:10:00:06.888114	963.79	674082
20140804:10:00:06.888401	1032.66	47193
20140804:10:00:06.889535	1411.51	43063
20140804:10:00:06.893200	1555.26	122254
20140804:10:00:06.894665	849.69	398689
20140804:10:00:06.894922	1305.28	69344
20140804:10:00:06.894979	1860.93	28185
20140804:10:00:06.895618	1297.49	734684
20140804:10:00:06.897556	1415.16	227068
20140804:10:00:06.898253	1787.12	138730
20140804:10:00:06.898651	1074.03	689482
20140804:10:00:06.899232	1153.65	605831
20140804:10:00:06.902579	1095.35	128411
20140804:10:00:06.904514	1447.91	15547
20140804:10:00:06.905662	1131.41	380450
20140804:10:00:06.906835	962.11	443462
20140804:10:00:06.909336	1217	545980
20140804:10:00:06.913108	1296.77	647923
20140804:10:00:06.913691	1251.01	150711
20140804:10:00:06.919554	972.93	40780
20140804:10:00:06.927770	1332.32	668375
20140804:10:00:06.928336	1222.97	401752
20140804:10:00:06.930308	1576.19	210494
20140804:10:00:06.930579	1217.93	16312
20140804:10:00:06.933531	1409.53	274916
20140804:10:00:06.936896	1618.92	203942
20140804:10:00:06.937701	1538.43	413087
20140804:10:00:06.942798	1662.19	244559
20140804:10:00:06.947200	1655.1	572729
20140804:10:00:06.953406	1495.7	468031
20140804:10:00:06.960007	1561.85	222894
20140804:10:00:06.966596	1289.24	737025
20140804:10:00:06.970179	1366.15	78076
20140804:10:00:06.978468	1102.35	254885
20140804:10:00:06.978951	1276.74	378028
20140804:10:00:06.983984	1089.85	706199
20140804:10:00:06.984330	1303.94	7825
20140804:10:00:06.984654	1244.89	482067
20140804:10:00:06.985442	1305.61	689158
20140804:10:00:06.986147	1469.75	153777
20140804:10:00:06.986533	1364.59	361954
20140804:10:00:06.993412	1156.49	671528
20140804:10:00:06.993879	1078.33	80223
20140804:10:00:06.994139	1214.86	84445
20140804:10:00:06.997145	958.41	411118
20140804:10:00:06.997573	1227.11	39412
20140804:10:00:06.997877	845.32	371234
20140804:10:00:07.000300	973.68	417460
20140804:10:00:07.001802	1722.3	265978
20140804:10:00:07.003417	929.93	77148
20140804:10:00:07.010760	1616.89	379870
20140804:10:00:07.012508	1086.36	317683
20140804:10:00:07.013946	1319.24	556792
20140804:10:00:07.014709	1077.12	598470
20140804:10:00:07.017041	1187.03	175875
20140804:10:00:07.018901	1088.83	599065
20140804:10:00:07.020877	1537.72	697927
20140804:10:00:07.021619	1140.48	293488
20140804:10:00:07.021891	1201.5	596145
20140804:10:00:07.025293	1444.86	696566
20140804:10:00:07.026490	1376.14	356989
20140804:10:00:07.026849	1385.05	281156
20140804:10:00:07.027912	1332.03	126555
20140804:10:00:07.037491	1161.47	120760
20140804:10:00:07.038862	1124.22	332685
20140804:10:00:07.040171	1413.02	79590
20140804:10:00:07.042920	1225.33	539348
20140804:10:00:07.044092	2409.74	20398
20140804:10:00:07.049995	888.69	394697
20140804:10:00:07.050621	1113.76	745063
20140804:10:00:07.050878	1202.33	305168
20140804:10:00:07.051059	1523.47	475627
20140804:10:00:07.052991	993.98	245219
20140804:10:00:07.053114	1316.56	479471
20140804:10:00:07.055123	1309.19	610382
20140804:10:00:07.055342	1566.11	47784
20140804:10:00:07.056154	1185.52	412550
20140804:10:00:07.056632	1172.99	413597
20140804:10:00:07.059358	1317.98	457770
20140804:10:00:07.060893	1629.62	611833
20140804:10:00:07.062352	1392.48	194668
20140804:10:00:07.063323	1184.63	606331
20140804:10:00:07.064554	1242.04	566919
20140804:10:00:07.066876	1354.52	419026
20140804:10:00:07.067665	1946.82	2
20140804:10:00:07.068775	1501.5	631553
20140804:10:00:07.070763	1560.58	369131
20140804:10:00:07.071633	1294.59	84463
20140804:10:00:07.073597	2062.97	279216
20140804:10:00:07.073761	1447.86	372829
20140804:10:00:07.074083	1266.57	87721
20140804:10:00:07.077595	1494.87	670726
20140804:10:00:07.078103	1423.48	466326
20140804:10:00:07.079241	1235.33	119618
20140804:10:00:07.081142	1213.6	142704
20140804:10:00:07.082573	1056.47	648640
20140804:10:00:07.084060	1049.81	330546
20140804:10:00:07.085061	1144.16	485893
20140804:10:00:07.085799	1166.92	300089
20140804:10:00:07.086388	1161.72	556641
20140804:10:00:07.090039	1374.33	171476
20140804:10:00:07.091395	1067.15	541679
20140804:10:00:07.091645	1150.32	425476
20140804:10:00:07.092981	1577.8	546962
20140804:10:00:07.094204	1065.62	476068
20140804:10:00:07.094913	1462.48	711021
20140804:10:00:07.095983	1421.49	484031
20140804:10:00:07.096351	1180.54	284648
20140804:10:00:07.099256	1336.14	736433
20140804:10:00:07.100132	1962.57	637690
20140804:10:00:07.101928	1358.77	598014
20140804:10:00:07.101968	1631.11	328439
20140804:10:00:07.102278	1380.15	462002
20140804:10:00:07.103093	1215.79	506717
20140804:10:00:07.103789	1521.49	233887
20140804:10:00:07.113732	1215.62	517500
20140804:10:00:07.120388	1524.56	535625
20140804:10:00:07.121430	1080.43	77713
20140804:10:00:07.121525	1486.86	679777
20140804:10:00:07.123445	1782.06	188835
20140804:10:00:07.124311	1088.07	211902
20140804:10:00:07.124358	1289.63	142290
20140804:10:00:07.126116	1488.91	670191
20140804:10:00:07.127484	1276.08	184804
20140804:10:00:07.129189	1340.39	175006
20140804:10:00:07.134103	1046.81	386772
20140804:10:00:07.134146	1067.89	465365
20140804:10:00:07.134172	1496.18	275728
20140804:10:00:07.135201	2053.78	214816
20140804:10:00:07.138487	1370.41	542397
20140804:10:00:07.138707	1308.5	732255
20140804:10:00:07.140479	1212.89	274328
20140804:10:00:07.141567	1441.18	650656
20140804:10:00:07.144787	1034.83	95817
20140804:10:00:07.147668	1301.7	289990
20140804:10:00:07.148651	1212.58	108414
20140804:10:00:07.149424	1071.99	576787
20140804:10:00:07.149992	1270.8	270154
20140804:10:00:07.151172	1213.19	213733
20140804:10:00:07.153490	1221.32	376629
